datazone,AreaName,12_14,13_15,14_16,15_17,16_18,17_19
S01011920,"Hillyland, Tulloch and Inveralmond - 03",40,35.71,36.36,15.79,20,23.81
S01011921,"Hillyland, Tulloch and Inveralmond - 04",35.48,46.88,51.72,44.83,25,34.62
S01011922,"Hillyland, Tulloch and Inveralmond - 05",32.43,28.21,30.77,33.33,28.57,26.09
S01011923,"Hillyland, Tulloch and Inveralmond - 06",44.44,38.24,25.71,23.68,26.92,27.78
S01011924,"Hillyland, Tulloch and Inveralmond - 07",35.29,26.67,40,35,36.36,21.43
S01011925,"Hillyland, Tulloch and Inveralmond - 08",8.33,6.25,15.15,18.52,22.73,6.67
S01006686,Hilton - 01,22.22,24.39,21.62,21.21,32.35,28.57
S01006687,Hilton - 02,11.11,4.35,8.16,7.69,15.15,20
S01006688,Hilton - 03,5.88,19.23,27.27,18.52,12.5,6.9
S01006689,Hilton - 04,4.76,3.45,0,0,0,0
S01006690,Hilton - 05,12.5,13.33,13.79,6.67,7.41,0
S01006691,Hilton - 06,8,7.14,4.35,0,0,0
S01006692,Hilton - 07,5.88,15,9.09,13.64,4.76,6.67
S01006693,Hilton - 08,9.38,9.09,8.82,11.9,16.22,13.33
S01012473,Holmston and Forehill - 01,0,0,0,12.5,10,8.33
S01012474,Holmston and Forehill - 02,30,20,5.56,5.26,0,9.09
S01012475,Holmston and Forehill - 03,0,0,0,11.11,9.09,12.5
S01012476,Holmston and Forehill - 04,11.11,16.67,19.35,21.21,23.33,16.13
S01012477,Holmston and Forehill - 05,0,0,0,0,0,0
S01012478,Holmston and Forehill - 06,32,24.14,15.62,15.79,13.33,19.05
S01012479,Holmston and Forehill - 07,0,0,0,11.76,13.64,16.67
S01011497,Holytown - 01,20,25.81,16.13,20,16,17.39
S01011498,Holytown - 02,9.09,5.88,5.56,0,0,6.25
S01011499,Holytown - 03,12,12.5,11.54,15,8,4.17
S01011500,Holytown - 04,21.74,20.83,21.05,28.57,11.76,14.29
S01011501,Holytown - 05,24,37.5,46.43,51.61,44,38.46
S01011502,Holytown - 06,4.76,4.17,16,25.93,44,45
S01011503,Holytown - 07,31.82,30,15.79,29.41,33.33,50
S01011504,Holytown - 08,17.86,26.09,25,17.24,12.2,9.52
S01012233,Houston North - 01,9.09,10.71,12,4.76,0,0
S01012234,Houston North - 02,11.11,16.67,12.9,12.12,6.25,4.35
S01012235,Houston North - 03,0,0,0,0,0,0
S01012236,Houston North - 04,7.14,6.25,0,0,6.67,6.67
S01012229,Houston South - 01,0,5.26,4.76,6.25,0,0
S01012230,Houston South - 02,0,0,0,0,0,0
S01012231,Houston South - 03,6.25,0,0,0,0,0
S01012232,Houston South - 04,0,0,0,0,0,0
S01013309,Howden - 01,14.29,8.33,9.09,11.11,10.53,7.14
S01013310,Howden - 02,23.08,16,13.64,15,10,19.05
S01013311,Howden - 03,31.03,19.05,23.81,29.17,37.5,42.31
S01013312,Howden - 04,30.3,33.33,30.3,31.25,31.43,34.29
S01013313,Howden - 05,25.93,26.92,26.09,36,33.33,30.43
S01013314,Howden - 06,35.29,29.41,23.81,27.27,22.73,25
S01006880,Howe of Alford - 01,5.56,4.76,0,5,4.35,6.9
S01006881,Howe of Alford - 02,0,0,0,12.5,0,0
S01006882,Howe of Alford - 03,66.67,42.86,40,20,20,0
S01006883,Howe of Alford - 04,0,0,0,0,0,0
S01006884,Howe of Alford - 05,0,0,0,0,8.7,8.33
S01006885,Howe of Alford - 06,0,7.14,4.55,7.14,8.57,10
S01006886,Howe of Alford - 07,0,0,0,0,0,0
S01006887,Howe of Alford - 08,0,0,0,5.88,5.56,5.26
S01006888,Howe of Alford - 09,0,0,4.55,3.57,2.86,0
S01007359,Hunter's Quay - 01,46.15,38.1,33.33,23.08,7.69,21.05
S01007360,Hunter's Quay - 02,18.18,11.11,0,0,0,0
S01007361,Hunter's Quay - 03,11.11,5.88,5.88,5.88,9.09,0
S01007362,Hunter's Quay - 04,15.38,18.18,9.09,13.33,16.67,20
S01007363,Hunter's Quay - 05,14.29,16.67,28.57,20,16.67,16.67
S01007364,Hunter's Quay - 06,22.22,31.03,28.12,18.18,14.71,11.54
S01007365,Hunter's Quay - 07,40,33.33,33.33,36.36,22.22,20
S01007008,Huntly - 01,14.29,18.42,16.22,15.62,20,20.83
S01007009,Huntly - 02,12.12,15.15,24,19.35,16.13,14.81
S01007010,Huntly - 03,7.14,5.56,5,0,0,0
S01007011,Huntly - 04,25.93,38.1,33.33,32,31.25,35.48
S01007012,Huntly - 05,33.33,25.81,19.35,17.24,9.09,9.09
S01008559,Hyvots and Gilmerton - 01,14.29,15,15.79,22.73,10,8.7
S01008560,Hyvots and Gilmerton - 02,24.24,25,24.24,22.22,27.78,25
S01008561,Hyvots and Gilmerton - 03,35.71,32.14,26.67,16.13,17.24,20
S01008562,Hyvots and Gilmerton - 04,32,22.22,12.5,20,39.13,50
S01008563,Hyvots and Gilmerton - 05,29.63,28.12,24.24,26.32,21.62,20
S01008163,IZ01 - 01,15.79,19.23,18.18,12.5,14.29,10.34
S01013122,IZ01 - 01,25.93,27.27,20,20,9.09,0
S01008164,IZ01 - 02,42.86,50,53.33,30,38.1,33.33
S01013123,IZ01 - 02,31.25,25,18.75,4.55,17.39,28.57
S01008165,IZ01 - 03,5.56,8,2.44,2,1.67,2.82
S01013124,IZ01 - 03,12.5,13.33,25,20,16.67,0
S01008166,IZ01 - 04,38.1,23.81,23.53,16.67,16.67,15.38
S01013125,IZ01 - 04,25,30,46.67,46.67,35.29,33.33
S01008167,IZ01 - 05,26.09,17.24,17.14,31.25,34.38,37.93
S01013126,IZ01 - 05,43.33,35.48,36.36,27.59,29.17,24.14
S01008168,IZ01 - 06,26.32,15.38,28.57,15.79,22.22,17.65
S01013127,IZ01 - 06,32,20.83,27.59,32,43.33,28.57
S01008169,IZ01 - 07,26.67,24.24,29.73,29.27,24.14,15.38
S01008170,IZ02 - 01,7.69,0,0,8.33,7.14,20
S01013128,IZ02 - 01,27.27,20.83,21.05,20,5,5.56
S01008171,IZ02 - 02,15.38,9.09,6.06,14.81,31.82,41.18
S01013129,IZ02 - 02,26.42,19.57,17.07,13.95,18.18,15.56
S01008172,IZ02 - 03,6.25,13.33,28.57,35.71,40,23.53
S01013130,IZ02 - 03,32.5,27.27,35.48,38.24,40,35.71
S01008173,IZ02 - 04,33.33,0,0,12.5,7.69,7.14
S01013131,IZ02 - 04,34.62,47.83,35.71,29.63,13.79,7.14
S01008174,IZ02 - 05,23.53,14.29,11.11,14.29,14.29,7.14
S01013132,IZ02 - 05,24,6.67,5.88,6.67,5.26,0
S01008175,IZ02 - 06,36,24,23.08,20.69,17.24,15.63
S01013133,IZ02 - 06,23.53,15.38,21.95,18.42,23.68,9.68
S01008176,IZ02 - 07,20,18.18,11.76,10,12.5,16.67
S01008177,IZ03 - 01,11.76,12.5,16.13,17.14,12.9,7.14
S01013134,IZ03 - 01,26.32,33.33,23.53,31.25,26.09,25
S01008178,IZ03 - 02,10,10,8.33,9.09,8.33,14.29
S01013135,IZ03 - 02,29.63,38.71,44.44,34.29,27.27,32.43
S01008179,IZ03 - 03,7.14,6.67,0,0,5.26,5.88
S01013136,IZ03 - 03,40,41.18,18.75,16,10.71,10.34
S01008180,IZ03 - 04,0,0,0,0,0,0
S01013137,IZ03 - 04,21.43,33.33,33.33,33.33,20,0
S01008181,IZ03 - 05,14.29,11.11,0,0,0,0
S01013138,IZ03 - 05,55.17,58.62,58.33,40.54,29.73,22.86
S01013139,IZ03 - 06,35.71,25.81,30,25,39.13,28.57
S01013140,IZ03 - 07,33.33,26.32,10.53,21.05,21.05,26.32
S01008182,IZ04 - 01,13.16,6.06,18.75,17.24,26.92,17.65
S01013141,IZ04 - 01,36,21.21,18.18,2.78,0,5.26
S01008183,IZ04 - 02,9.68,10.34,10,9.52,11.76,5.26
S01013142,IZ04 - 02,25,36.36,33.33,22.22,15,18.75
S01008184,IZ04 - 03,0,0,3.23,14.29,18.18,22.22
S01013143,IZ04 - 03,12.5,13.33,12.9,8,5,0
S01008185,IZ04 - 04,29.17,29.55,21.74,18.75,14.29,17.39
S01013144,IZ04 - 04,5.26,7.41,9.09,7.69,20.83,29.17
S01008186,IZ04 - 05,13.79,10,11.11,15.62,16,17.39
S01013145,IZ04 - 05,7.69,6.67,5.56,8.33,9.52,16.67
S01008187,IZ04 - 06,31.58,44.44,36.67,33.33,13.04,12
S01013146,IZ04 - 06,44.44,40,28.57,25,16.67,28.57
S01008188,IZ05 - 01,13.89,20.93,21.28,21.74,18.92,21.43
S01013147,IZ05 - 01,20,26.09,22.22,11.54,0,0
S01008189,IZ05 - 02,0,0,0,14.29,25,30
S01013148,IZ05 - 02,21.21,14.29,4.35,0,4.35,8.33
S01008190,IZ05 - 03,48.39,43.33,39.13,18.52,25,27.59
S01013149,IZ05 - 03,6.45,6.06,8.33,11.11,15.15,17.86
S01008191,IZ05 - 04,57.89,44.44,20,8.82,9.52,2.38
S01013150,IZ05 - 04,14.29,12.5,17.24,17.24,14.29,10.53
S01008192,IZ05 - 05,30.23,32.35,30,14.81,14.29,25
S01013151,IZ05 - 05,26.32,17.65,8.33,8.33,0,0
S01008193,IZ05 - 06,20,14.81,15.38,13.64,9.52,10
S01008194,IZ06 - 01,23.08,22.22,22.73,16.67,20.69,25
S01013152,IZ06 - 01,13.79,10.34,4.35,13.04,15,18.18
S01008195,IZ06 - 02,27.03,25.81,30,31.25,34.15,29.79
S01013153,IZ06 - 02,37.21,33.33,41.18,34.48,33.33,22.58
S01008196,IZ06 - 03,45,39.47,39.13,28.57,24.14,20
S01013154,IZ06 - 03,35,35.29,35.71,25,23.68,19.05
S01013155,IZ06 - 04,40,30.95,34.88,21.43,22.5,25.71
S01013156,IZ06 - 05,36.11,43.24,41.18,32.26,17.86,25
S01013157,IZ06 - 06,41.03,31.58,31.58,26.83,42.11,40
S01008197,IZ07 - 01,0,6.25,6.12,7.84,4.35,5.68
S01013158,IZ07 - 01,9.09,7.14,8.33,0,10,8.33
S01008198,IZ07 - 02,16,10.53,27.78,22.22,25,13.33
S01013159,IZ07 - 02,0,0,0,0,0,0
S01008199,IZ07 - 03,29.17,27.27,31.82,34.62,44.44,37.93
S01013160,IZ07 - 03,0,0,0,0,0,0
S01008200,IZ07 - 04,37.5,40,41.18,56.25,41.18,42.86
S01013161,IZ07 - 04,17.5,10.53,9.09,12.2,20.51,21.62
S01008201,IZ07 - 05,46.15,39.39,34.38,38.71,52,51.43
S01013162,IZ07 - 05,32,34.78,25,11.76,16.67,15.79
S01008202,IZ07 - 06,41.67,42.86,35.71,25,15.38,28.57
S01013163,IZ07 - 06,14.29,19.05,15.79,18.18,14.29,23.08
S01008203,IZ07 - 07,36.36,47.62,40,47.62,29.41,33.33
S01008204,IZ08 - 01,21.05,5.26,5.88,0,5.56,4.55
S01013164,IZ08 - 01,14.29,15.79,20,25,20,20.83
S01008205,IZ08 - 02,22.22,16.67,23.53,16.67,19.05,5.26
S01013165,IZ08 - 02,10,21.43,14.29,14.29,17.65,16.67
S01008206,IZ08 - 03,11.76,22.22,23.81,41.18,35.29,47.37
S01013166,IZ08 - 03,42.86,39.39,33.33,32.26,34.62,31.82
S01008207,IZ08 - 04,33.33,30,39.29,41.94,46.67,50
S01013167,IZ08 - 04,30.77,32.35,31.71,27.27,26.83,27.78
S01008208,IZ08 - 05,0,6.67,5,8.33,6.67,9.52
S01013168,IZ08 - 05,25,22.22,26.09,32.14,27.27,32.26
S01008209,IZ08 - 06,0,5.26,7.41,7.14,12,12.5
S01013169,IZ08 - 06,26.09,5.88,10.53,14.29,16,21.74
S01013170,IZ08 - 07,46.67,42.11,30,25,26.32,26.32
S01008210,IZ09 - 01,30,37.93,32,24,10.53,10
S01013171,IZ09 - 01,15,17.65,30,11.11,11.11,7.14
S01008211,IZ09 - 02,19.23,25,25,16.67,16.67,14.29
S01013172,IZ09 - 02,29.17,25,21.74,20,15.79,11.11
S01008212,IZ09 - 03,0,14.29,16.67,11.11,0,0
S01013173,IZ09 - 03,16.67,5.88,15.79,9.09,13.64,4.17
S01008213,IZ09 - 04,31.58,31.25,21.43,13.33,7.69,11.11
S01013174,IZ09 - 04,10.53,4.76,8.7,4.76,10.53,5.26
S01008214,IZ09 - 05,35.29,40,40,22.22,18.75,16.67
S01013175,IZ09 - 05,17.24,12.5,7.14,0,9.09,6.67
S01008215,IZ09 - 06,23.08,41.67,33.33,29.41,31.25,23.08
S01013176,IZ09 - 06,13.33,18.18,16.67,18.75,11.11,13.33
S01008216,IZ09 - 07,0,10,8.33,9.09,0,7.69
S01013177,IZ09 - 07,13.04,11.54,9.09,17.39,18.75,35.71
S01008217,IZ09 - 08,0,0,0,0,0,7.69
S01008218,IZ10 - 01,20.69,14.63,9.09,2.86,2.9,1.52
S01013178,IZ10 - 01,33.33,14.29,0,0,0,4
S01008219,IZ10 - 02,25.93,12,15,26.67,28.57,39.29
S01013179,IZ10 - 02,15.38,20.83,24,23.08,16.67,13.64
S01008220,IZ10 - 03,50,57.58,48.28,36,20,23.81
S01013180,IZ10 - 03,0,0,0,0,0,0
S01008221,IZ10 - 04,33.33,41.38,48.28,40,45.45,44.68
S01013181,IZ10 - 04,0,9.09,16.67,14.29,6.67,0
S01008222,IZ10 - 05,35.71,29.41,29.17,26.32,40.91,42.11
S01013182,IZ10 - 05,13.33,11.76,4.17,0,0,0
S01008223,IZ10 - 06,18.18,55.56,33.33,46.67,25,22.22
S01013183,IZ10 - 06,4.55,0,0,0,0,0
S01008224,IZ10 - 07,20.69,7.69,11.54,11.54,14.29,6.25
S01008225,IZ10 - 08,6.67,15.79,33.33,30,26.67,7.14
S01008226,IZ11 - 01,24,29.41,25,15.79,18.52,27.59
S01013184,IZ11 - 01,38.46,30.77,51.85,50,50,40.91
S01008227,IZ11 - 02,42.31,37.04,28.12,12.9,20.59,32.26
S01013185,IZ11 - 02,18.18,13.64,13.04,7.69,12.5,17.39
S01008228,IZ11 - 03,9.09,15.38,16.67,18.75,13.33,18.18
S01013186,IZ11 - 03,31.25,35,36,40.62,33.33,32
S01008229,IZ11 - 04,23.81,21.74,35,40,35.71,32
S01013187,IZ11 - 04,24.14,17.86,17.86,16.67,15.38,12.9
S01008230,IZ11 - 05,12.9,6.9,0,0,0,0
S01013188,IZ11 - 05,10,6.9,9.09,6.45,6.9,5.71
S01008231,IZ11 - 06,8.33,5,4.55,4.55,0,0
S01013189,IZ11 - 06,33.33,25,15.38,7.69,7.14,10
S01008232,IZ11 - 07,8.33,11.36,14.89,14.55,12.24,13.33
S01013190,IZ11 - 07,26.32,22.22,7.14,5.26,5.26,5.88
S01008233,IZ11 - 08,6.25,3.85,2.86,4.55,4.55,7.89
S01008234,IZ12 - 01,25,22.22,15.38,7.69,12.5,13.33
S01013191,IZ12 - 01,3.23,5.26,4.35,4.55,2.27,2.33
S01008235,IZ12 - 02,18.18,10,20,26.09,38.89,33.33
S01013192,IZ12 - 02,12.5,16.67,5.88,5.88,0,4.35
S01008236,IZ12 - 03,25,11.54,20.83,19.05,21.05,11.76
S01013193,IZ12 - 03,7.14,12,10.34,11.54,6.67,3.45
S01008237,IZ12 - 04,15,17.86,17.86,14.29,14.81,14.71
S01013194,IZ12 - 04,9.09,13.64,7.14,4.76,0,4.76
S01013195,IZ12 - 05,11.63,17.95,16.22,20,14.81,12.5
S01013196,IZ12 - 06,4,4.76,0,5.26,4.76,8.7
S01013197,IZ12 - 07,11.11,11.11,12.5,0,0,0
S01013198,IZ12 - 08,18.75,12.2,8.62,6.56,8.06,9.68
S01008238,IZ13 - 01,21.43,16.67,15.79,23.81,38.1,47.06
S01013199,IZ13 - 01,5.88,4.76,11.76,5.88,5,0
S01008239,IZ13 - 02,20.83,37.04,28.57,26.47,25.81,28.13
S01013200,IZ13 - 02,23.81,31.58,28,18.18,13.16,13.16
S01008240,IZ13 - 03,0,0,0,0,0,0
S01013201,IZ13 - 03,33.33,37.93,25.81,25,17.24,37.04
S01008241,IZ13 - 04,0,0,6.67,14.29,15.38,12.5
S01013202,IZ13 - 04,27.27,40,54.55,55.56,22.22,36.36
S01008242,IZ13 - 05,7.69,6.25,5.88,4.76,9.52,9.09
S01013203,IZ13 - 05,44.83,46.15,55.56,37.5,23.08,33.33
S01008243,IZ13 - 06,10.53,11.11,5.88,5.26,7.14,20
S01013204,IZ13 - 06,23.08,15.38,12,14.29,16.67,11.11
S01008244,IZ13 - 07,0,0,0,0,0,0
S01013205,IZ13 - 07,20.69,32.14,46.15,44,47.62,31.58
S01013206,IZ13 - 08,9.09,6.67,21.43,18.75,16.67,21.74
S01008245,IZ14 - 01,0,0,0,0,0,0
S01013207,IZ14 - 01,20.93,22.86,20,25.93,18.52,12.12
S01008246,IZ14 - 02,7.14,6.25,7.14,5.26,0,6.25
S01013208,IZ14 - 02,22.22,18.75,24,32.14,34.62,42.86
S01008247,IZ14 - 03,0,0,0,0,0,0
S01013209,IZ14 - 03,19.05,11.11,16.67,8.33,11.54,7.41
S01008248,IZ14 - 04,36.84,29.41,17.39,13.64,11.11,20
S01013210,IZ14 - 04,0,0,0,14.29,20,9.09
S01008249,IZ14 - 05,5,5,8.7,3.7,3.12,0
S01013211,IZ14 - 05,17.24,19.23,28.57,25,20,13.33
S01008250,IZ14 - 06,0,3.45,3.57,11.11,6.45,4.55
S01013212,IZ14 - 06,10,16.67,18.18,10,0,0
S01013213,IZ14 - 07,20,30,25,11.11,0,0
S01008251,IZ15 - 01,0,0,0,0,0,0
S01013214,IZ15 - 01,0,12.5,11.11,15.38,13.33,13.33
S01008252,IZ15 - 02,0,9.09,23.08,15.79,16.67,5.88
S01013215,IZ15 - 02,22.22,11.76,5.26,2.08,1.96,1.75
S01008253,IZ15 - 03,15.38,18.18,14.29,0,4.76,9.52
S01013216,IZ15 - 03,26.09,14.29,20,20,15.79,9.52
S01008254,IZ15 - 04,16.67,20,17.86,14.29,18.52,12.5
S01013217,IZ15 - 04,12,11.54,15.79,13.64,8.33,13.04
S01008255,IZ15 - 05,33.33,29.41,25,21.74,20,15
S01013218,IZ15 - 05,44.74,40.54,34.38,28.57,40,38.1
S01013219,IZ15 - 06,32.14,34.62,33.33,36.84,35.71,40
S01013220,IZ15 - 07,29.17,25,33.33,21.05,26.32,17.65
S01013221,IZ15 - 08,23.68,16.13,18.52,21.74,36.36,17.24
S01013222,IZ15 - 09,31.58,29.41,11.76,12.5,10,10
S01008256,IZ16 - 01,37.5,31.25,24.14,16.67,30.77,30.77
S01013223,IZ16 - 01,16,19.23,23.91,30.43,25.45,23.64
S01008257,IZ16 - 02,26.67,14.29,11.11,12.5,18.75,15.38
S01013224,IZ16 - 02,10,16.67,22.73,30.77,11.11,23.08
S01008258,IZ16 - 03,6.25,0,0,5.88,5.26,5.26
S01013225,IZ16 - 03,46.67,28.57,43.33,35.71,33.33,14.29
S01008259,IZ16 - 04,19.05,18.18,22.22,15.79,16.67,22.22
S01013226,IZ16 - 04,6.67,5.56,11.76,5.26,17.65,18.75
S01008260,IZ16 - 05,38.71,27.27,27.59,29.17,42.11,43.48
S01013227,IZ16 - 05,42.42,38.24,36.67,40.74,42.86,34.62
S01008261,IZ16 - 06,26.09,19.05,21.05,16.67,14.29,5.56
S01008262,IZ17 - 01,0,0,0,0,0,0
S01013228,IZ17 - 01,21.43,18.18,22.22,6.67,13.33,30.77
S01008263,IZ17 - 02,0,0,0,0,0,0
S01013229,IZ17 - 02,16,3.7,15.38,20.69,20,15
S01008264,IZ17 - 03,27.27,10,8.33,7.69,13.33,18.75
S01013230,IZ17 - 03,8.33,15.38,36.36,33.33,25,20
S01008265,IZ17 - 04,0,0,0,0,0,0
S01013231,IZ17 - 04,7.14,21.05,32,38.1,23.81,5.56
S01008266,IZ17 - 05,0,0,0,0,0,0
S01013232,IZ17 - 05,14.29,7.14,16.67,15.38,18.18,0
S01008267,IZ17 - 06,4.55,9.52,10.53,10.53,10,7.69
S01013233,IZ17 - 06,25,8.33,0,0,0,0
S01013234,IZ17 - 07,9.09,11.11,14.29,0,0,11.11
S01013235,IZ17 - 08,10,13.04,17.39,21.43,14.29,14.29
S01013236,IZ17 - 09,11.76,10,11.11,5.56,12.5,18.75
S01008268,IZ18 - 01,9.09,9.09,11.11,0,0,10
S01013237,IZ18 - 01,22.22,28.12,29.03,23.08,10.53,11.76
S01008269,IZ18 - 02,0,0,0,0,0,0
S01013238,IZ18 - 02,35.48,37.04,36.67,37.93,33.33,28.57
S01008270,IZ18 - 03,6.25,8.33,9.09,0,0,0
S01013239,IZ18 - 03,41.18,44.83,30.77,27.66,23.4,28.21
S01008271,IZ18 - 04,25,22.73,20,21.43,15.38,12.5
S01013240,IZ18 - 04,46.15,31.58,27.78,21.05,27.27,26.67
S01013241,IZ18 - 05,13.33,8.33,16.67,10,10,0
S01013242,IZ18 - 06,20,25,15.38,0,0,0
S01008272,IZ19 - 01,11.11,11.11,8.33,5.88,2.56,6.82
S01008273,IZ19 - 02,14.29,0,0,0,0,0
S01008274,IZ19 - 03,26.67,6.67,0,9.09,12.5,12.5
S01008275,IZ19 - 04,25,14.29,0,10,12.5,14.29
S01008276,IZ19 - 05,20,0,0,0,0,0
S01008277,IZ20 - 01,0,0,0,0,0,0
S01008278,IZ20 - 02,6.25,0,0,0,0,4.17
S01008279,IZ20 - 03,6.67,6.67,6.67,6.67,7.14,9.09
S01008280,IZ20 - 04,26.32,27.78,10.53,3.7,0,3.57
S01008281,IZ20 - 05,8.33,4.55,6.25,6.25,0,4.55
S01008282,IZ20 - 06,25,16.67,20,21.43,13.33,5.26
S01008283,IZ20 - 07,0,0,0,0,0,0
S01008284,IZ21 - 01,0,0,2.63,3.17,2.63,4.35
S01008285,IZ21 - 02,30.43,25,14.29,17.39,18.18,14.29
S01008286,IZ21 - 03,45.45,20,25,10.53,15.79,5.88
S01008287,IZ21 - 04,23.08,28.57,17.24,19.23,13.04,23.81
S01008288,IZ21 - 05,0,0,6.25,11.76,18.75,23.53
S01008289,IZ22 - 01,16.67,9.52,11.76,0,8.7,11.11
S01008290,IZ22 - 02,20.83,18.18,17.39,16.67,25,17.65
S01008291,IZ22 - 03,12,21.43,14.29,7.14,5.88,0
S01008292,IZ22 - 04,7.69,16.67,42.86,33.33,18.18,8.33
S01008293,IZ22 - 05,14.29,12.5,9.09,9.09,0,0
S01008294,IZ22 - 06,11.11,21.43,12.5,18.18,0,10
S01009859,Ibrox - 01,18.42,22.5,18.18,16.67,14.89,12.2
S01009860,Ibrox - 02,21.43,29.41,35.29,38.89,24.32,19.44
S01009861,Ibrox - 03,25,17.02,10.42,6.67,8,9.76
S01009862,Ibrox East and Cessnock - 01,15.69,18.18,23.26,16.67,9.76,2.78
S01009863,Ibrox East and Cessnock - 02,19.51,25,27.08,19.05,19.44,13.51
S01009864,Ibrox East and Cessnock - 03,37.93,26.09,28,27.78,25,25
S01009865,Ibrox East and Cessnock - 04,36.36,32,24,19.23,14.29,10.71
S01012265,Innerleithen - East,29.41,14.29,20,11.76,13.33,21.43
S01012264,Innerleithen - North,17.65,21.43,8.33,10,0,11.11
S01012266,Innerleithen - South,8,8,4.17,3.45,0,3.45
S01012267,Innerleithen - West,10,5.56,15,18.18,26.67,22.22
S01006997,"Insch, Oyne and Ythanwells - 01",7.41,8,9.52,0,3.12,2.86
S01006998,"Insch, Oyne and Ythanwells - 02",8.33,14.29,11.9,11.63,6.67,6.98
S01006999,"Insch, Oyne and Ythanwells - 03",14.29,5.56,0,0,0,0
S01007000,"Insch, Oyne and Ythanwells - 04",11.76,11.11,11.11,4.17,6.9,9.09
S01007001,"Insch, Oyne and Ythanwells - 05",15,15.38,10,3.33,0,0
S01010740,Invergordon - 01,47.06,64.29,66.67,61.54,50,36.84
S01010741,Invergordon - 02,27.78,13.04,16.67,8.33,12,15.63
S01010742,Invergordon - 03,27.78,29.41,30.77,35.29,27.78,18.18
S01010743,Invergordon - 04,42.31,41.94,48.28,54.17,43.48,37.5
S01010744,Invergordon - 05,19.35,16.67,27.27,32.14,36.36,29.41
S01010745,Invergordon - 06,35,17.65,21.43,0,10,22.22
S01011965,"Invergowrie, Longforgan and Abernyte - 01",25,37.5,25,14.29,20,9.09
S01011966,"Invergowrie, Longforgan and Abernyte - 02",0,0,0,0,0,0
S01011967,"Invergowrie, Longforgan and Abernyte - 03",3.85,0,0,0,0,0
S01011968,"Invergowrie, Longforgan and Abernyte - 04",18.75,13.89,7.5,3.23,3.7,4.35
S01009381,Inverkeithing Belleknowes,3.45,10.34,14.29,23.53,14.29,11.11
S01009383,Inverkeithing Jamestown,23.08,15.79,9.09,10,10,5.88
S01009389,Inverkeithing North East,7.69,10,10,0,0,0
S01009386,Inverkeithing Spencerfield North,34.78,30,15.79,18.75,14.29,13.33
S01009387,Inverkeithing Spencerfield South,35.29,20,26.67,31.58,35.29,33.33
S01009388,Inverkeithing Spittalfield,45.07,41.51,44.23,55.26,56.67,55.17
S01009382,Inverkeithing West,33.33,39.13,38.46,29.17,10.53,0
S01010824,Inverkip and Wemyss Bay - 01,0,7.14,9.09,0,0,0
S01010825,Inverkip and Wemyss Bay - 02,3.85,10.71,9.68,4.88,0,0
S01010826,Inverkip and Wemyss Bay - 03,9.09,16.67,0,0,0,0
S01010827,Inverkip and Wemyss Bay - 04,6.25,10,20,0,0,0
S01010828,Inverkip and Wemyss Bay - 05,9.52,10.53,9.52,9.52,3.57,15.38
S01010829,Inverkip and Wemyss Bay - 06,0,0,0,5.26,5.26,5.56
S01010830,Inverkip and Wemyss Bay - 07,18.18,0,0,0,0,0
S01010831,Inverkip and Wemyss Bay - 08,0,0,5.56,5.88,5.88,0
S01008832,"Inverleith, Goldenacre and Warriston - 01",13.64,5.26,4.17,4.35,4.17,0
S01008833,"Inverleith, Goldenacre and Warriston - 02",0,0,0,0,0,0
S01008834,"Inverleith, Goldenacre and Warriston - 03",6.12,4.55,0,0,0,0
S01008835,"Inverleith, Goldenacre and Warriston - 04",5.56,5.56,4.17,4.35,0,3.45
S01010630,Inverness Ballifeary and Dalneigh - 01,31.03,29.03,17.86,26.09,29.41,37.5
S01010631,Inverness Ballifeary and Dalneigh - 02,20.83,20.69,25,30.43,38.1,34.48
S01010632,Inverness Ballifeary and Dalneigh - 03,16.67,17.24,22.58,11.76,12.12,7.41
S01010633,Inverness Ballifeary and Dalneigh - 04,50,40.54,40.62,37.5,40,30
S01010634,Inverness Ballifeary and Dalneigh - 05,21.05,33.33,30.77,30.43,29.41,27.27
S01010635,Inverness Ballifeary and Dalneigh - 06,28.57,21.43,26.67,25,35,31.25
S01010619,"Inverness Central, Raigmore and Longman - 01",25.64,24.39,18.6,29.41,29.03,37.04
S01010620,"Inverness Central, Raigmore and Longman - 02",25,18.18,20,10.53,6.67,16.67
S01010621,"Inverness Central, Raigmore and Longman - 03",11.76,3.7,3.57,0,0,0
S01010622,"Inverness Central, Raigmore and Longman - 04",44.83,26.92,30,34.48,38.71,34.78
S01010623,"Inverness Central, Raigmore and Longman - 05",20.24,19.28,21.13,18.97,18.33,18.33
S01010624,"Inverness Central, Raigmore and Longman - 06",25,11.54,22.22,25,37.5,25
S01010625,Inverness Crown and Haugh - 01,6.25,0,0,0,0,0
S01010626,Inverness Crown and Haugh - 02,0,0,0,0,0,0
S01010627,Inverness Crown and Haugh - 03,0,0,0,0,0,0
S01010628,Inverness Crown and Haugh - 04,6.45,3.45,5,8.33,13.64,14.29
S01010629,Inverness Crown and Haugh - 05,0,0,0,4.55,5,5
S01010571,Inverness Culloden and Balloch - 01,12.9,16.22,14.71,12,10,10.53
S01010572,Inverness Culloden and Balloch - 02,22.22,20.41,15.91,17.65,19.35,28.13
S01010573,Inverness Culloden and Balloch - 03,12.5,20,13.04,14.29,6.67,6.25
